target,variant,frame_id,family,subtype,depth,alt_a,alt_b,target_prior_ratio,target_prior_balanced_le4,renaming_of,shuffled_context_family,c1_a_sum,c1_a_mean,c1_a_n_tokens,c1_a_status,c1_b_sum,c1_b_mean,c1_b_n_tokens,c1_b_status,c2_a_sum,c2_a_mean,c2_a_n_tokens,c2_a_status,c2_b_sum,c2_b_mean,c2_b_n_tokens,c2_b_status,none_a_sum,none_a_mean,none_a_n_tokens,none_a_status,none_b_sum,none_b_mean,none_b_n_tokens,none_b_status,shuf1_a_sum,shuf1_a_mean,shuf1_a_n_tokens,shuf1_a_status,shuf1_b_sum,shuf1_b_mean,shuf1_b_n_tokens,shuf1_b_status,shuf2_a_sum,shuf2_a_mean,shuf2_a_n_tokens,shuf2_a_status,shuf2_b_sum,shuf2_b_mean,shuf2_b_n_tokens,shuf2_b_status,delta1,delta2,correct_margin_c1,correct_margin_c2,min_signed_margin,interaction,crossed_success,c1_success,c2_success,same_sign_positive,same_sign_negative,none_delta,delta1_minus_none,delta2_minus_none,shuf_delta1,shuf_delta2,shuf_correct_margin_c1,shuf_correct_margin_c2,shuf_min_signed_margin,shuf_interaction,shuf_crossed_success,interaction_excess_over_shuffled,min_margin_excess_over_shuffled
legal16k_100M_seed43122,original,A_0001,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-0.122964046895504,-0.122964046895504,1,ok,-4.2209367752075195,-4.2209367752075195,1,ok,-2.8887786865234375,-2.8887786865234375,1,ok,-0.11086376756429672,-0.11086376756429672,1,ok,-2.853972911834717,-2.853972911834717,1,ok,-4.804310321807861,-4.804310321807861,1,ok,-4.06064510345459,-4.06064510345459,1,ok,-4.80742073059082,-4.80742073059082,1,ok,-3.949563503265381,-3.949563503265381,1,ok,-4.721226215362549,-4.721226215362549,1,ok,4.0979727283120155,-2.7779149189591408,4.0979727283120155,2.7779149189591408,2.7779149189591408,6.875887647271156,True,True,True,False,False,1.9503374099731445,2.147635318338871,-4.728252328932285,0.7467756271362305,0.771662712097168,0.7467756271362305,-0.771662712097168,-0.771662712097168,-0.0248870849609375,False,6.900774732232094,3.5495776310563087
legal16k_100M_seed43122,original,A_0002,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-0.00585531210526824,-0.00585531210526824,1,ok,-8.81537914276123,-8.81537914276123,1,ok,-2.1633107662200928,-2.1633107662200928,1,ok,-0.25828051567077637,-0.25828051567077637,1,ok,-0.05602768436074257,-0.05602768436074257,1,ok,-6.538812160491943,-6.538812160491943,1,ok,-0.04353715479373932,-0.04353715479373932,1,ok,-6.364162445068359,-6.364162445068359,1,ok,-0.04532090574502945,-0.04532090574502945,1,ok,-6.142428874969482,-6.142428874969482,1,ok,8.809523830655962,-1.9050302505493164,8.809523830655962,1.9050302505493164,1.9050302505493164,10.714554081205279,True,True,True,False,False,6.482784476131201,2.3267393545247614,-8.387814726680517,6.32062529027462,6.097107969224453,6.32062529027462,-6.097107969224453,-6.097107969224453,0.22351732105016708,False,10.491036760155112,8.00213821977377
legal16k_100M_seed43122,original,A_0003,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-0.03100975975394249,-0.03100975975394249,1,ok,-8.40007495880127,-8.40007495880127,1,ok,-3.968607187271118,-3.968607187271118,1,ok,-0.23643893003463745,-0.23643893003463745,1,ok,-1.3598791360855103,-1.3598791360855103,1,ok,-5.8391947746276855,-5.8391947746276855,1,ok,-1.1009633541107178,-1.1009633541107178,1,ok,-5.603014945983887,-5.603014945983887,1,ok,-1.2156600952148438,-1.2156600952148438,1,ok,-5.6060895919799805,-5.6060895919799805,1,ok,8.369065199047327,-3.7321682572364807,8.369065199047327,3.7321682572364807,3.7321682572364807,12.101233456283808,True,True,True,False,False,4.479315638542175,3.8897495605051517,-8.211483895778656,4.502051591873169,4.390429496765137,4.502051591873169,-4.390429496765137,-4.390429496765137,0.11162209510803223,False,11.989611361175776,8.122597754001617
legal16k_100M_seed43122,original,A_0004,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.25792446732521057,-0.25792446732521057,1,ok,-5.006123065948486,-5.006123065948486,1,ok,-4.006575584411621,-4.006575584411621,1,ok,-0.29162877798080444,-0.29162877798080444,1,ok,-6.151470184326172,-6.151470184326172,1,ok,-6.176791191101074,-6.176791191101074,1,ok,-6.431791305541992,-6.431791305541992,1,ok,-7.146304607391357,-7.146304607391357,1,ok,-6.753208637237549,-6.753208637237549,1,ok,-7.381430149078369,-7.381430149078369,1,ok,4.748198598623276,-3.7149468064308167,4.748198598623276,3.7149468064308167,3.7149468064308167,8.463145405054092,True,True,True,False,False,0.025321006774902344,4.722877591848373,-3.740267813205719,0.7145133018493652,0.6282215118408203,0.7145133018493652,-0.6282215118408203,-0.6282215118408203,0.08629179000854492,False,8.376853615045547,4.343168318271637
legal16k_100M_seed43122,original,A_0005,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.30285993218421936,-0.30285993218421936,1,ok,-3.676938772201538,-3.676938772201538,1,ok,-4.592077732086182,-4.592077732086182,1,ok,-0.19355611503124237,-0.19355611503124237,1,ok,-7.387378692626953,-7.387378692626953,1,ok,-7.06910514831543,-7.06910514831543,1,ok,-7.749320030212402,-7.749320030212402,1,ok,-8.255476951599121,-8.255476951599121,1,ok,-7.882288932800293,-7.882288932800293,1,ok,-8.906601905822754,-8.906601905822754,1,ok,3.3740788400173187,-4.398521617054939,3.3740788400173187,4.398521617054939,3.3740788400173187,7.772600457072258,True,True,True,False,False,-0.31827354431152344,3.692352384328842,-4.080248072743416,0.5061569213867188,1.024312973022461,0.5061569213867188,-1.024312973022461,-1.024312973022461,-0.5181560516357422,False,8.290756508708,4.39839181303978
legal16k_100M_seed43122,original,A_0006,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.23986881971359253,-0.23986881971359253,1,ok,-4.282824993133545,-4.282824993133545,1,ok,-4.343530178070068,-4.343530178070068,1,ok,-0.17103317379951477,-0.17103317379951477,1,ok,-6.079528331756592,-6.079528331756592,1,ok,-6.186426639556885,-6.186426639556885,1,ok,-7.395995616912842,-7.395995616912842,1,ok,-8.774599075317383,-8.774599075317383,1,ok,-7.187438011169434,-7.187438011169434,1,ok,-8.486615180969238,-8.486615180969238,1,ok,4.042956173419952,-4.172497004270554,4.042956173419952,4.172497004270554,4.042956173419952,8.215453177690506,True,True,True,False,False,0.10689830780029297,3.9360578656196594,-4.279395312070847,1.378603458404541,1.2991771697998047,1.378603458404541,-1.2991771697998047,-1.2991771697998047,0.07942628860473633,False,8.13602688908577,5.342133343219757
legal16k_100M_seed43122,original,A_0007,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.38940030336380005,-0.38940030336380005,1,ok,-3.904853582382202,-3.904853582382202,1,ok,-4.582996368408203,-4.582996368408203,1,ok,-0.23236083984375,-0.23236083984375,1,ok,-6.999293327331543,-6.999293327331543,1,ok,-7.023921966552734,-7.023921966552734,1,ok,-7.370039939880371,-7.370039939880371,1,ok,-8.028924942016602,-8.028924942016602,1,ok,-7.403268814086914,-7.403268814086914,1,ok,-8.151040077209473,-8.151040077209473,1,ok,3.515453279018402,-4.350635528564453,3.515453279018402,4.350635528564453,3.515453279018402,7.866088807582855,True,True,True,False,False,0.024628639221191406,3.4908246397972107,-4.3752641677856445,0.6588850021362305,0.7477712631225586,0.6588850021362305,-0.7477712631225586,-0.7477712631225586,-0.08888626098632812,False,7.954975068569183,4.263224542140961
legal16k_100M_seed43122,original,A_0008,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-0.11033140867948532,-0.11033140867948532,1,ok,-5.002529144287109,-5.002529144287109,1,ok,-2.122377872467041,-2.122377872467041,1,ok,-0.22230187058448792,-0.22230187058448792,1,ok,-2.791011333465576,-2.791011333465576,1,ok,-5.093588352203369,-5.093588352203369,1,ok,-3.623056173324585,-3.623056173324585,1,ok,-5.5727386474609375,-5.5727386474609375,1,ok,-4.212278842926025,-4.212278842926025,1,ok,-5.826248645782471,-5.826248645782471,1,ok,4.892197735607624,-1.900076001882553,4.892197735607624,1.900076001882553,1.900076001882553,6.792273737490177,True,True,True,False,False,2.302577018737793,2.589620716869831,-4.202653020620346,1.9496824741363525,1.6139698028564453,1.9496824741363525,-1.6139698028564453,-1.6139698028564453,0.3357126712799072,False,6.45656106621027,3.5140458047389984
legal16k_100M_seed43122,original,A_0009,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-0.10655825585126877,-0.10655825585126877,1,ok,-4.40299654006958,-4.40299654006958,1,ok,-2.6283721923828125,-2.6283721923828125,1,ok,-0.13615041971206665,-0.13615041971206665,1,ok,-2.236570358276367,-2.236570358276367,1,ok,-4.909467697143555,-4.909467697143555,1,ok,-3.1699280738830566,-3.1699280738830566,1,ok,-4.568516254425049,-4.568516254425049,1,ok,-3.0471432209014893,-3.0471432209014893,1,ok,-4.508824348449707,-4.508824348449707,1,ok,4.296438284218311,-2.492221772670746,4.296438284218311,2.492221772670746,2.492221772670746,6.788660056889057,True,True,True,False,False,2.6728973388671875,1.6235409453511238,-5.165119111537933,1.3985881805419922,1.4616811275482178,1.3985881805419922,-1.4616811275482178,-1.4616811275482178,-0.06309294700622559,False,6.851753003895283,3.9539029002189636
legal16k_100M_seed43122,original,A_0010,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.3078242242336273,-0.3078242242336273,1,ok,-4.388954162597656,-4.388954162597656,1,ok,-4.474626541137695,-4.474626541137695,1,ok,-0.19578838348388672,-0.19578838348388672,1,ok,-5.683927536010742,-5.683927536010742,1,ok,-6.380331039428711,-6.380331039428711,1,ok,-6.583379745483398,-6.583379745483398,1,ok,-7.353198051452637,-7.353198051452637,1,ok,-6.4115309715271,-6.4115309715271,1,ok,-7.047611713409424,-7.047611713409424,1,ok,4.081129938364029,-4.278838157653809,4.081129938364029,4.278838157653809,4.081129938364029,8.359968096017838,True,True,True,False,False,0.6964035034179688,3.38472643494606,-4.975241661071777,0.7698183059692383,0.6360807418823242,0.7698183059692383,-0.6360807418823242,-0.6360807418823242,0.13373756408691406,False,8.226230531930923,4.717210680246353
