arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,-0.3819599151611328,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,6.6135711669921875,6.231611251831055
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,1.2220194339752197,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,2.594151258468628,3.8161706924438477
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-1.1470990180969238,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,5.177455425262451,4.030356407165527
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,7.62350133433938,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.029820885509252548,7.653322219848633
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,4.1061835289001465,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,3.3790903091430664,7.485273838043213
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,15.527873650193214,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.13508068025112152,15.662954330444336
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,1.804326057434082,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,6.5501909255981445,8.354516983032227
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-0.9360895156860352,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,1.720478892326355,0.7843893766403198
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,-1.2052984237670898,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,13.191424369812012,11.986125946044922
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,4.725618362426758,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,1.7819108963012695,6.507529258728027
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:1:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,3.3942757081240416,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,0.021953539922833443,3.416229248046875
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:8:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,0.3888263702392578,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,8.989155769348145,9.377982139587402
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1002:0:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,-7.560312978923321,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,7.594146728515625,0.03383374959230423
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1002:18:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,1.876533705741167,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,0.04007701203227043,1.9166107177734375
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:0:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,-0.5051026344299316,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,6.572526454925537,6.0674238204956055
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:2:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,11.552208989858627,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.3243989050388336,11.876607894897461
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:4:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,7.2154645919799805,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.9444370269775391,8.15990161895752
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:7:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,-0.714299201965332,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,9.549507141113281,8.83520793914795
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:0:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,4.613199234008789,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,8.406421661376953,13.019620895385742
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:2:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,6.76015105843544,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,0.3767293393611908,7.136880397796631
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:3:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,2.4570212364196777,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,5.713223934173584,8.170245170593262
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:7:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,2.4774885177612305,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,4.6207356452941895,7.09822416305542
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1005:10:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,1.3552789688110352,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,4.594093322753906,5.949372291564941
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1005:1:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,0.9197793006896973,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,2.756699562072754,3.676478862762451
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1005:3:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,7.06007719039917,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.43157005310058594,7.491647243499756
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1005:8:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,3.905915141105652,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.6933146715164185,4.59922981262207
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1006:0:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,10.014709234237671,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.49241089820861816,10.507120132446289
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1006:16:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,7.237747326493263,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.10827241837978363,7.346019744873047
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1007:1:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,-3.395193099975586,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,14.919907569885254,11.524714469909668
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1007:2:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,-2.7150344848632812,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,15.628746032714844,12.913711547851562
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1007:3:compact:frontier_consolidation_fwcompact_expansion_020686,nonoverlap,-0.9162435531616211,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,13.208629608154297,12.292386054992676
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1007:4:compact:frontier_consolidation_fwcompact_expansion_020686,nonoverlap,-0.14673662185668945,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,6.607091903686523,6.460355281829834
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1008:0:compact:frontier_consolidation_fwcompact_expansion_020751,nonoverlap,3.580630302429199,compact:frontier_consolidation_fwcompact_expansion_020751,17,11,18,12,4.170434951782227,7.751065254211426
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1008:15:compact:frontier_consolidation_fwcompact_expansion_020751,overlap,10.524993643164635,compact:frontier_consolidation_fwcompact_expansion_020751,17,11,18,12,0.14716173708438873,10.672155380249023
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1008:4:compact:frontier_consolidation_fwcompact_expansion_020751,overlap,8.794019386172295,compact:frontier_consolidation_fwcompact_expansion_020751,17,11,18,12,0.09019215404987335,8.884211540222168
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1009:0:compact:frontier_consolidation_fwcompact_expansion_020811,nonoverlap,0.7735748291015625,compact:frontier_consolidation_fwcompact_expansion_020811,8,7,16,15,9.483233451843262,10.256808280944824
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1009:3:compact:frontier_consolidation_fwcompact_expansion_020811,overlap,1.7450428009033203,compact:frontier_consolidation_fwcompact_expansion_020811,8,7,16,15,10.258813858032227,12.003856658935547
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1009:5:compact:frontier_consolidation_fwcompact_expansion_020811,nonoverlap,-2.4060893058776855,compact:frontier_consolidation_fwcompact_expansion_020811,8,7,16,15,7.431796550750732,5.025707244873047
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1009:6:compact:frontier_consolidation_fwcompact_expansion_020811,overlap,5.180073261260986,compact:frontier_consolidation_fwcompact_expansion_020811,8,7,16,15,3.930920124053955,9.110993385314941
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:100:0:compact:frontier_consolidation_fwcompact_medium_034265,nonoverlap,6.571953773498535,compact:frontier_consolidation_fwcompact_medium_034265,9,5,17,11,7.972811698913574,14.54476547241211
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:100:1:compact:frontier_consolidation_fwcompact_medium_034265,overlap,4.170912742614746,compact:frontier_consolidation_fwcompact_medium_034265,9,5,17,11,9.189046859741211,13.359959602355957
D_C_43122,chck_90M,43122,C,heldout_rewrite_content_conditioning,rewritecond:100:3:compact:frontier_consolidation_fwcompact_medium_034265,nonoverlap,-1.380244255065918,compact:frontier_consolidation_fwcompact_medium_034265,9,5,17,11,10.007567405700684,8.627323150634766
