arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-19.416657069697976,-0.29297465085983276,-2.1860100738704205,regular,1,7,7.338563330471516,-12.07809373922646,7.045588679611683,5.152553256601095,89,0,2,2,1,3,regular_2_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-4.8118486404418945,-1.7424850463867188,-0.8243942260742188,move_contents,5,54,1.2639551162719727,-3.547893524169922,-0.4785299301147461,0.4395608901977539,136,5,3,3,1,8,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-11.322300910949707,-2.1683473587036133,0.7665138244628906,move_contents,5,56,8.255640029907227,-3.0666608810424805,6.087292671203613,9.022153854370117,111,2,3,3,1,8,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-8.882444351911545,-0.5447893142700195,0.9170160293579102,move_contents,5,71,2.898055076599121,-5.984389275312424,2.3532657623291016,3.8150711059570312,134,5,3,3,1,8,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,3.4157543182373047,-0.11850452423095703,1.6752986907958984,move_contents,5,78,-1.6748266220092773,1.7409276962280273,-1.7933311462402344,0.00047206878662109375,119,2,3,3,1,8,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-3.774167537689209,-2.4619221687316895,-1.6256475448608398,move_contents,5,91,0.3969430923461914,-3.3772244453430176,-2.064979076385498,-1.2287044525146484,124,2,3,3,1,8,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-6.685299463570118,24.55421881005168,-0.6888645542785525,move_contents,7,97,-14.74668798968196,-21.431987453252077,9.80753082036972,-15.435552543960512,149,4,2,3,1,9,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,0.2541952133178711,-0.1003713607788086,0.5678482055664062,move_contents,6,108,0.025139808654785156,0.27933502197265625,-0.07523155212402344,0.5929880142211914,143,0,3,3,1,9,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.8855669498443604,1.6732664108276367,0.38776063919067383,move_contents,7,109,-5.867130756378174,-6.752697706222534,-4.193864345550537,-5.4793701171875,119,4,2,3,1,9,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.5702838897705078,0.8706531524658203,0.3229045867919922,move_contents,7,111,-1.9803104400634766,-2.5505943298339844,-1.1096572875976562,-1.6574058532714844,130,0,2,3,1,9,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,-0.9974255561828613,2.805286407470703,-0.729799747467041,move_contents,6,112,-4.177718639373779,-5.175144195556641,-1.3724322319030762,-4.90751838684082,128,2,3,3,1,9,move_contents_3_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-1.0808100700378418,1.065995216369629,0.9807710647583008,regular,9,234,-4.816676139831543,-5.897486209869385,-3.750680923461914,-3.835905075073242,127,1,2,2,1,11,regular_2_ops
D_R_43022,chck_90M,43022,R,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-3.2952041625976562,0.1705617904663086,0.6002178192138672,move_contents,6,122,0.555058479309082,-2.740145683288574,0.7256202697753906,1.1552762985229492,149,5,3,3,1,9,move_contents_3_ops
