model_name,seed,arm,checkpoint,probe_set,packet_id,slot_mode,condition,packet_type,gold_state_type,competitor_state_type,updated_conflict_heuristic,state_type_source,state_type_new,swap_pair_id,source_state,original_new_state,swapped_new_state,full_lp_source,full_lp_original_new,full_lp_swapped_new,full_m_orig_new_minus_source,full_m_source_minus_orig_new,full_m_source_minus_swapped_new,full_m_orig_new_minus_swapped_new,full_gold_margin_vs_original_competitor,full_retention_margin_vs_swapped_new,content_lp_source,content_lp_original_new,content_lp_swapped_new,content_m_orig_new_minus_source,content_m_source_minus_orig_new,content_m_source_minus_swapped_new,content_m_orig_new_minus_swapped_new,content_gold_margin_vs_original_competitor,content_retention_margin_vs_swapped_new
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_007606,template,T,UNCHANGED_DISTRACTOR_USE,possession_artifact,possession_artifact,,possession_artifact,possession_artifact,rw_019063,site of geological proofs of antiquity,source of personal gathering evidence,wearing a gray coat,-1.4727293534204364,-5.7533690020442005,-3.76980784535408,-4.280639648623764,4.280639648623764,2.297078491933644,-1.9835611566901203,4.280639648623764,2.297078491933644,-1.3438606986310333,-7.173573613166809,-4.94223149617513,-5.829712914535776,5.829712914535776,3.5983707975440966,-2.231342116991679,5.829712914535776,3.5983707975440966
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_007606,template,U,UNCHANGED_DISTRACTOR_USE,possession_artifact,possession_artifact,,possession_artifact,possession_artifact,rw_019063,site of geological proofs of antiquity,source of personal gathering evidence,wearing a gray coat,-1.5029628662392498,-5.753258556127548,-0.09449740592390299,-4.250295689888299,4.250295689888299,-1.4084654603153468,-5.658761150203645,4.250295689888299,-1.4084654603153468,-1.4108544846531004,-7.158596396446228,-0.11945987927416961,-5.747741911793128,5.747741911793128,-1.2913946053789307,-7.039136517172058,5.747741911793128,-1.2913946053789307
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_007606,template,N,UNCHANGED_DISTRACTOR_USE,possession_artifact,possession_artifact,,possession_artifact,possession_artifact,rw_019063,site of geological proofs of antiquity,source of personal gathering evidence,wearing a gray coat,-1.5247861847281456,-4.9903854236006735,-4.088936991989613,-3.465599238872528,3.465599238872528,2.564150807261467,-0.9014484316110609,3.465599238872528,2.564150807261467,-1.3989020977169275,-6.211745381355286,-5.390003204345703,-4.812843283638358,4.812843283638358,3.9911011066287756,-0.8217421770095825,4.812843283638358,3.9911011066287756
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_011096,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_020049,condoned his offence,forgotten by everyone,relaxed and loose,-0.12896272242069245,-4.264372110366821,-4.743365705013275,-4.135409387946129,4.135409387946129,4.6144029825925825,0.47899359464645386,4.135409387946129,4.6144029825925825,-0.13904402405023575,-5.723647356033325,-6.070915540059407,-5.5846033319830894,5.5846033319830894,5.9318715160091715,0.34726818402608206,5.5846033319830894,5.9318715160091715
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_011096,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_020049,condoned his offence,forgotten by everyone,relaxed and loose,-0.15049152094870805,-4.853109995524089,-0.11432473489549011,-4.702618474575381,4.702618474575381,-0.036166786053217936,-4.738785260628599,4.702618474575381,-0.036166786053217936,-0.15705476165749133,-6.69238805770874,-0.1503697857260704,-6.535333296051249,6.535333296051249,-0.006684975931420922,-6.54201827198267,6.535333296051249,-0.006684975931420922
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_011096,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,other_relation_state,,other_relation_state,other_relation_state,rw2s0_020049,condoned his offence,forgotten by everyone,relaxed and loose,-0.14521968234330415,-4.8623777230580645,-4.748007982969284,-4.71715804071476,4.71715804071476,4.6027883006259795,-0.11436974008878042,4.71715804071476,4.6027883006259795,-0.151325254002586,-6.68668794631958,-6.120850642522176,-6.535362692316994,6.535362692316994,5.96952538851959,-0.5658373037974043,6.535362692316994,5.96952538851959
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_017880,template,T,UNCHANGED_DISTRACTOR_USE,other_relation_state,role_identity_affiliation,,other_relation_state,role_identity_affiliation,rw_009118,one of the largest music streaming services,retired founder,serves as a modern museum,-0.03329099099209998,-2.5505162477493286,-5.306299327686429,-2.5172252567572286,2.5172252567572286,5.273008336694329,2.7557830799371006,2.5172252567572286,5.273008336694329,-0.04983462933450937,-2.5505162477493286,-8.807355086008707,-2.500681618414819,2.500681618414819,8.757520456674198,6.2568388382593785,2.500681618414819,8.757520456674198
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_017880,template,U,UNCHANGED_DISTRACTOR_USE,other_relation_state,role_identity_affiliation,,other_relation_state,role_identity_affiliation,rw_009118,one of the largest music streaming services,retired founder,serves as a modern museum,-0.03655406049801968,-14.565625667572021,-1.7562165640294551,-14.529071607074002,14.529071607074002,1.7196625035314355,-12.809409103542567,14.529071607074002,1.7196625035314355,-0.05394312795251608,-14.565625667572021,-2.877272680401802,-14.511682539619505,14.511682539619505,2.823329552449286,-11.68835298717022,14.511682539619505,2.823329552449286
seed43022_clean,43022,clean,final,extended_nontrain,rw2s0_017880,template,N,UNCHANGED_DISTRACTOR_USE,other_relation_state,role_identity_affiliation,,other_relation_state,role_identity_affiliation,rw_009118,one of the largest music streaming services,retired founder,serves as a modern museum,-0.03778025157225784,-13.9554762840271,-4.719230175763369,-13.917696032454842,13.917696032454842,4.681449924191111,-9.236246108263732,13.917696032454842,4.681449924191111,-0.0575632855296135,-13.9554762840271,-7.809176445007324,-13.897912998497485,13.897912998497485,7.751613159477711,-6.146299839019775,13.897912998497485,7.751613159477711
seed43022_clean,43022,clean,final,extended_nontrain,rw_002632,template,T,UNCHANGED_DISTRACTOR_USE,location_containment,location_containment,,location_containment,location_containment,rw2s1_009495,in the utmost anxiety about his young nephew Attalus,living between Treves and Metz,tolling loudly outside the window,-0.12526133166393266,-0.2635560882502302,-7.236524812877178,-0.13829475658629753,0.13829475658629753,7.111263481213245,6.972968724626948,0.13829475658629753,7.111263481213245,-0.06396365879724424,-0.3074259052518755,-8.669360733032226,-0.24346224645463127,0.24346224645463127,8.605397074234983,8.36193482778035,0.24346224645463127,8.605397074234983
