column,subtask,subgroup,group_level,group_id,n_items,rise_gains,rise_losses,rise_unchanged,rise_net,rise_net_pct,rise_gain_pct,rise_loss_pct,rise_churn_pct,fall_gains,fall_losses,fall_unchanged,fall_net,fall_net_pct,fall_gain_pct,fall_loss_pct,fall_churn_pct
BLiMP,existential_there_quantifiers_2,quantifiers,column+subtask+subgroup,BLiMP||existential_there_quantifiers_2||quantifiers,911,75,6,830,69,7.574094401756312,8.232711306256862,0.6586169045005488,8.89132821075741,8,56,847,-48,-5.26893523600439,0.8781558726673985,6.147091108671789,7.025246981339188
BLiMP,npi_present_2,npi_licensing,column+subtask+subgroup,BLiMP||npi_present_2||npi_licensing,914,10,62,842,-52,-5.689277899343545,1.0940919037199124,6.783369803063458,7.87746170678337,28,18,868,10,1.0940919037199124,3.063457330415755,1.9693654266958425,5.032822757111598
BLiMP,only_npi_licensor_present,npi_licensing,column+subtask+subgroup,BLiMP||only_npi_licensor_present||npi_licensing,882,5,50,827,-45,-5.1020408163265305,0.5668934240362812,5.6689342403628125,6.235827664399093,38,10,834,28,3.1746031746031744,4.308390022675737,1.1337868480725624,5.442176870748299
BLiMP,npi_present_1,npi_licensing,column+subtask+subgroup,BLiMP||npi_present_1||npi_licensing,909,9,47,853,-38,-4.180418041804181,0.9900990099009901,5.17051705170517,6.16061606160616,17,14,878,3,0.33003300330033003,1.87018701870187,1.54015401540154,3.4103410341034106
BLiMP,left_branch_island_echo_question,island_effects,column+subtask+subgroup,BLiMP||left_branch_island_echo_question||island_effects,947,41,5,901,36,3.8014783526927136,4.329461457233368,0.5279831045406547,4.857444561774024,8,26,913,-18,-1.9007391763463568,0.8447729672650475,2.7455121436114043,3.5902851108764517
BLiMP,left_branch_island_simple_question,island_effects,column+subtask+subgroup,BLiMP||left_branch_island_simple_question||island_effects,951,22,20,909,2,0.2103049421661409,2.3133543638275498,2.1030494216614093,4.416403785488959,6,35,910,-29,-3.0494216614090432,0.6309148264984227,3.680336487907466,4.311251314405888
BLiMP,principle_A_domain_1,binding,column+subtask+subgroup,BLiMP||principle_A_domain_1||binding,914,16,15,883,1,0.10940919037199125,1.75054704595186,1.6411378555798686,3.391684901531729,30,3,881,27,2.954048140043764,3.282275711159737,0.3282275711159737,3.6105032822757113
BLiMP,irregular_plural_subject_verb_agreement_2,subject_verb_agreement,column+subtask+subgroup,BLiMP||irregular_plural_subject_verb_agreement_2||subject_verb_agreement,892,7,32,853,-25,-2.8026905829596416,0.7847533632286996,3.587443946188341,4.37219730941704,17,9,866,8,0.8968609865470852,1.905829596412556,1.0089686098654709,2.914798206278027
BLiMP,only_npi_scope,npi_licensing,column+subtask+subgroup,BLiMP||only_npi_scope||npi_licensing,837,11,34,792,-23,-2.7479091995221028,1.3142174432497014,4.062126642771804,5.376344086021505,32,16,789,16,1.911589008363202,3.823178016726404,1.911589008363202,5.734767025089606
BLiMP,sentential_negation_npi_scope,npi_licensing,column+subtask+subgroup,BLiMP||sentential_negation_npi_scope||npi_licensing,871,12,35,824,-23,-2.640642939150402,1.377726750861079,4.018369690011482,5.39609644087256,23,20,828,3,0.3444316877152698,2.640642939150402,2.2962112514351323,4.936854190585533
BLiMP,regular_plural_subject_verb_agreement_1,subject_verb_agreement,column+subtask+subgroup,BLiMP||regular_plural_subject_verb_agreement_1||subject_verb_agreement,890,3,23,864,-20,-2.247191011235955,0.33707865168539325,2.584269662921348,2.9213483146067416,22,8,860,14,1.5730337078651686,2.4719101123595504,0.8988764044943821,3.3707865168539324
BLiMP,wh_island,island_effects,column+subtask+subgroup,BLiMP||wh_island||island_effects,960,27,21,912,6,0.625,2.8125,2.1875,5.0,11,32,917,-21,-2.1875,1.1458333333333333,3.3333333333333335,4.479166666666667
BLiMP,tough_vs_raising_2,control_raising,column+subtask+subgroup,BLiMP||tough_vs_raising_2||control_raising,920,20,9,891,11,1.1956521739130435,2.1739130434782608,0.9782608695652175,3.152173913043478,23,4,893,19,2.0652173913043477,2.5,0.43478260869565216,2.9347826086956523
BLiMP,principle_A_c_command,binding,column+subtask+subgroup,BLiMP||principle_A_c_command||binding,946,19,38,889,-19,-2.00845665961945,2.00845665961945,4.0169133192389,6.025369978858351,30,23,893,7,0.7399577167019027,3.171247357293869,2.431289640591966,5.602536997885835
BLiMP,wh_vs_that_with_gap_long_distance,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_vs_that_with_gap_long_distance||filler_gap_dependency,910,24,6,880,18,1.9780219780219779,2.6373626373626373,0.6593406593406593,3.296703296703297,7,10,893,-3,-0.32967032967032966,0.7692307692307693,1.098901098901099,1.8681318681318682
BLiMP,tough_vs_raising_1,control_raising,column+subtask+subgroup,BLiMP||tough_vs_raising_1||control_raising,948,6,24,918,-18,-1.89873417721519,0.6329113924050633,2.5316455696202533,3.1645569620253164,12,19,917,-7,-0.7383966244725738,1.2658227848101267,2.0042194092827006,3.2700421940928273
BLiMP,expletive_it_object_raising,control_raising,column+subtask+subgroup,BLiMP||expletive_it_object_raising||control_raising,759,5,19,735,-14,-1.844532279314888,0.6587615283267457,2.503293807641634,3.1620553359683794,12,10,737,2,0.2635046113306983,1.5810276679841897,1.3175230566534915,2.898550724637681
BLiMP,superlative_quantifiers_2,quantifiers,column+subtask+subgroup,BLiMP||superlative_quantifiers_2||quantifiers,986,32,14,940,18,1.8255578093306288,3.2454361054766734,1.4198782961460445,4.665314401622718,11,15,960,-4,-0.4056795131845842,1.1156186612576064,1.5212981744421907,2.636916835699797
BLiMP,wh_vs_that_with_gap,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_vs_that_with_gap||filler_gap_dependency,919,17,15,887,2,0.2176278563656148,1.8498367791077257,1.632208922742111,3.4820457018498367,23,7,889,16,1.7410228509249184,2.50272034820457,0.7616974972796519,3.264417845484222
BLiMP,distractor_agreement_relative_clause,subject_verb_agreement,column+subtask+subgroup,BLiMP||distractor_agreement_relative_clause||subject_verb_agreement,871,28,13,830,15,1.7221584385763489,3.214695752009185,1.4925373134328357,4.707233065442021,21,23,827,-2,-0.2296211251435132,2.4110218140068884,2.640642939150402,5.05166475315729
BLiMP,superlative_quantifiers_1,quantifiers,column+subtask+subgroup,BLiMP||superlative_quantifiers_1||quantifiers,979,4,20,955,-16,-1.634320735444331,0.40858018386108275,2.0429009193054135,2.4514811031664965,13,1,965,12,1.2257405515832482,1.3278855975485189,0.10214504596527069,1.4300306435137897
BLiMP,determiner_noun_agreement_1,determiner_noun_agreement,column+subtask+subgroup,BLiMP||determiner_noun_agreement_1||determiner_noun_agreement,929,3,18,908,-15,-1.6146393972012916,0.32292787944025836,1.9375672766415502,2.2604951560818085,9,4,916,5,0.5382131324004306,0.9687836383207751,0.4305705059203444,1.3993541442411195
BLiMP,intransitive,argument_structure,column+subtask+subgroup,BLiMP||intransitive||argument_structure,868,15,4,849,11,1.2672811059907834,1.7281105990783412,0.4608294930875576,2.1889400921658986,19,5,844,14,1.6129032258064515,2.1889400921658986,0.5760368663594471,2.7649769585253456
BLiMP,existential_there_object_raising,control_raising,column+subtask+subgroup,BLiMP||existential_there_object_raising||control_raising,812,6,17,789,-11,-1.354679802955665,0.7389162561576355,2.0935960591133003,2.832512315270936,17,4,791,13,1.600985221674877,2.0935960591133003,0.49261083743842365,2.586206896551724
BLiMP,wh_questions_subject_gap,filler_gap_dependency,column+subtask+subgroup,BLiMP||wh_questions_subject_gap||filler_gap_dependency,898,21,15,862,6,0.6681514476614699,2.338530066815145,1.670378619153675,4.008908685968819,20,6,872,14,1.55902004454343,2.2271714922048997,0.6681514476614699,2.89532293986637
