arch,arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,-0.39449405670166016,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,6.437134742736816,6.042640686035156
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,1.083270788192749,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,1.888700246810913,2.971971035003662
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-0.36597490310668945,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,3.190443515777588,2.8244686126708984
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,9.118213012814522,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.13715426623821259,9.255367279052734
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,4.800019264221191,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,5.481680870056152,10.281700134277344
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,11.517628759145737,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.04303827881813049,11.560667037963867
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,4.021576404571533,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,6.426894664764404,10.448471069335938
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-2.3308920860290527,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,6.013951301574707,3.6830592155456543
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,-4.448577880859375,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,11.118021011352539,6.669443130493164
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,0.3328580856323242,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,4.671753883361816,5.004611968994141
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1001:1:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,4.761767227202654,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,0.009284179657697678,4.771051406860352
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1001:8:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,-0.6983022689819336,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,6.6248273849487305,5.926525115966797
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1002:0:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,-2.282454190310091,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,2.2900009155273438,0.00754672521725297
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1002:18:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,6.969217990525067,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,0.004105354659259319,6.973323345184326
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1003:0:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,3.5662965774536133,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,1.5258712768554688,5.092167854309082
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1003:2:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,9.29262013733387,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.1536117047071457,9.446231842041016
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1003:4:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,4.419544696807861,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,1.275174617767334,5.694719314575195
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1003:7:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,1.133854866027832,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,6.133180618286133,7.267035484313965
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1004:0:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,2.002652168273926,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,10.076360702514648,12.079012870788574
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1004:2:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,7.060070784762502,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,0.019182411953806877,7.079253196716309
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1004:3:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,-0.8186712265014648,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,7.24160099029541,6.422929763793945
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1004:7:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,5.617608547210693,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,0.6904454231262207,6.308053970336914
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1005:10:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,-0.33908796310424805,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,3.8909878730773926,3.5518999099731445
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1005:1:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,0.9967490434646606,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,1.072304368019104,2.0690534114837646
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1005:3:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,8.413177900016308,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.03688580542802811,8.450063705444336
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1005:8:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,3.8747026324272156,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.46535855531692505,4.340061187744141
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1006:0:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,12.738930081948638,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.006107950583100319,12.745038032531738
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1006:16:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,8.365898340940475,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.076067715883255,8.44196605682373
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1007:1:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,-3.5137901306152344,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,11.538690567016602,8.024900436401367
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1007:2:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,-1.25848388671875,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,11.493698120117188,10.235214233398438
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1007:3:compact:frontier_consolidation_fwcompact_expansion_020686,nonoverlap,-3.9270358085632324,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,11.172613143920898,7.245577335357666
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1007:4:compact:frontier_consolidation_fwcompact_expansion_020686,nonoverlap,0.4315004348754883,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,6.307441711425781,6.7389421463012695
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1008:0:compact:frontier_consolidation_fwcompact_expansion_020751,nonoverlap,0.22235727310180664,compact:frontier_consolidation_fwcompact_expansion_020751,17,11,18,12,5.428459644317627,5.650816917419434
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1008:15:compact:frontier_consolidation_fwcompact_expansion_020751,overlap,7.84565039165318,compact:frontier_consolidation_fwcompact_expansion_020751,17,11,18,12,0.002217574045062065,7.847867965698242
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1008:4:compact:frontier_consolidation_fwcompact_expansion_020751,overlap,6.628118082880974,compact:frontier_consolidation_fwcompact_expansion_020751,17,11,18,12,0.10358186066150665,6.7316999435424805
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1009:0:compact:frontier_consolidation_fwcompact_expansion_020811,nonoverlap,5.424247145652771,compact:frontier_consolidation_fwcompact_expansion_020811,8,7,16,15,0.6511722803115845,6.0754194259643555
D,D_HM_43022,chck_100M,43022,H,heldout_rewrite_content_conditioning,rewritecond:1009:3:compact:frontier_consolidation_fwcompact_expansion_020811,overlap,9.955179810523987,compact:frontier_consolidation_fwcompact_expansion_020811,8,7,16,15,0.32338082790374756,10.278560638427734
