frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00001,BASE_0001,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00002,BASE_0001,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00003,BASE_0001,last_event,empty_full,glass,empty,full,0.2290630340576172,-0.008557796478271484,0.23762083053588867,0.008557796478271484,True,False,False
IF_00004,BASE_0001,consistent_prior,empty_full,glass,empty,full,0.9123058319091797,-0.8841142654418945,1.7964200973510742,0.8841142654418945,True,False,False
IF_00005,BASE_0001,distractor_event,empty_full,glass,empty,full,0.5801777839660645,0.5461878776550293,0.033989906311035156,-0.5461878776550293,False,True,False
IF_00006,BASE_0001,contradict_bare,empty_full,glass,empty,full,-0.7166838645935059,0.43184328079223633,-1.1485271453857422,-0.7166838645935059,False,False,False
IF_00007,BASE_0001,contradict_temporal,empty_full,glass,empty,full,-0.9668807983398438,0.44561004638671875,-1.4124908447265625,-0.9668807983398438,False,False,False
IF_00008,BASE_0001,contradict_reinforced,empty_full,glass,empty,full,-1.0919265747070312,0.6136951446533203,-1.7056217193603516,-1.0919265747070312,False,False,False
IF_00009,BASE_0001,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00010,BASE_0001,reported_event,empty_full,glass,empty,full,0.2059164047241211,0.1659688949584961,0.039947509765625,-0.1659688949584961,False,True,False
IF_00011,BASE_0002,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00012,BASE_0002,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00013,BASE_0002,last_event,empty_full,glass,empty,full,-0.08600139617919922,-0.3394613265991211,0.2534599304199219,-0.08600139617919922,False,False,True
IF_00014,BASE_0002,consistent_prior,empty_full,glass,empty,full,0.7124009132385254,-1.1711034774780273,1.8835043907165527,0.7124009132385254,True,False,False
IF_00015,BASE_0002,distractor_event,empty_full,glass,empty,full,0.24846982955932617,0.17947673797607422,0.06899309158325195,-0.17947673797607422,False,True,False
IF_00016,BASE_0002,contradict_bare,empty_full,glass,empty,full,-0.9741878509521484,0.17351770401000977,-1.1477055549621582,-0.9741878509521484,False,False,False
IF_00017,BASE_0002,contradict_temporal,empty_full,glass,empty,full,-1.2756733894348145,0.11494255065917969,-1.3906159400939941,-1.2756733894348145,False,False,False
IF_00018,BASE_0002,contradict_reinforced,empty_full,glass,empty,full,-1.327317237854004,0.3795609474182129,-1.7068781852722168,-1.327317237854004,False,False,False
IF_00019,BASE_0002,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00020,BASE_0002,reported_event,empty_full,glass,empty,full,-0.2046799659729004,-0.36902713775634766,0.16434717178344727,-0.2046799659729004,False,False,True
IF_00021,BASE_0003,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00022,BASE_0003,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00023,BASE_0003,last_event,empty_full,glass,empty,full,0.1344585418701172,-0.1176905632019043,0.2521491050720215,0.1176905632019043,True,False,False
IF_00024,BASE_0003,consistent_prior,empty_full,glass,empty,full,0.8570623397827148,-0.9521656036376953,1.8092279434204102,0.8570623397827148,True,False,False
IF_00025,BASE_0003,distractor_event,empty_full,glass,empty,full,0.5090436935424805,0.48980045318603516,0.019243240356445312,-0.48980045318603516,False,True,False
IF_00026,BASE_0003,contradict_bare,empty_full,glass,empty,full,-0.8044238090515137,0.3559560775756836,-1.1603798866271973,-0.8044238090515137,False,False,False
IF_00027,BASE_0003,contradict_temporal,empty_full,glass,empty,full,-1.085226058959961,0.32680797576904297,-1.412034034729004,-1.085226058959961,False,False,False
IF_00028,BASE_0003,contradict_reinforced,empty_full,glass,empty,full,-1.1773796081542969,0.5276937484741211,-1.705073356628418,-1.1773796081542969,False,False,False
IF_00029,BASE_0003,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00030,BASE_0003,reported_event,empty_full,glass,empty,full,0.04230833053588867,-0.06683683395385742,0.1091451644897461,0.04230833053588867,True,False,False
IF_00031,BASE_0004,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00032,BASE_0004,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00033,BASE_0004,last_event,empty_full,glass,empty,full,0.016510009765625,-0.19534778594970703,0.21185779571533203,0.016510009765625,True,False,False
IF_00034,BASE_0004,consistent_prior,empty_full,glass,empty,full,0.808441162109375,-0.9972429275512695,1.8056840896606445,0.808441162109375,True,False,False
IF_00035,BASE_0004,distractor_event,empty_full,glass,empty,full,0.5445070266723633,0.5122599601745605,0.032247066497802734,-0.5122599601745605,False,True,False
IF_00036,BASE_0004,contradict_bare,empty_full,glass,empty,full,-0.8557119369506836,0.3157787322998047,-1.1714906692504883,-0.8557119369506836,False,False,False
IF_00037,BASE_0004,contradict_temporal,empty_full,glass,empty,full,-1.1363086700439453,0.3246150016784668,-1.460923671722412,-1.1363086700439453,False,False,False
IF_00038,BASE_0004,contradict_reinforced,empty_full,glass,empty,full,-1.2102813720703125,0.5151243209838867,-1.7254056930541992,-1.2102813720703125,False,False,False
IF_00039,BASE_0004,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00040,BASE_0004,reported_event,empty_full,glass,empty,full,0.06049537658691406,-0.0065460205078125,0.06704139709472656,0.0065460205078125,True,False,False
IF_00041,BASE_0005,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00042,BASE_0005,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00043,BASE_0005,last_event,empty_full,glass,empty,full,0.017216205596923828,-0.20645618438720703,0.22367238998413086,0.017216205596923828,True,False,False
IF_00044,BASE_0005,consistent_prior,empty_full,glass,empty,full,0.8171024322509766,-1.024251937866211,1.8413543701171875,0.8171024322509766,True,False,False
IF_00045,BASE_0005,distractor_event,empty_full,glass,empty,full,0.5223808288574219,0.47193050384521484,0.05045032501220703,-0.47193050384521484,False,True,False
IF_00046,BASE_0005,contradict_bare,empty_full,glass,empty,full,-0.8470144271850586,0.2790718078613281,-1.1260862350463867,-0.8470144271850586,False,False,False
IF_00047,BASE_0005,contradict_temporal,empty_full,glass,empty,full,-1.1324520111083984,0.23643779754638672,-1.3688898086547852,-1.1324520111083984,False,False,False
IF_00048,BASE_0005,contradict_reinforced,empty_full,glass,empty,full,-1.1798982620239258,0.5002331733703613,-1.680131435394287,-1.1798982620239258,False,False,False
IF_00049,BASE_0005,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00050,BASE_0005,reported_event,empty_full,glass,empty,full,-0.0728917121887207,-0.22928571701049805,0.15639400482177734,-0.0728917121887207,False,False,True
IF_00051,BASE_0006,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00052,BASE_0006,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00053,BASE_0006,last_event,empty_full,glass,empty,full,0.10884857177734375,-0.11888694763183594,0.2277355194091797,0.10884857177734375,True,False,False
IF_00054,BASE_0006,consistent_prior,empty_full,glass,empty,full,0.8799324035644531,-0.9556293487548828,1.835561752319336,0.8799324035644531,True,False,False
IF_00055,BASE_0006,distractor_event,empty_full,glass,empty,full,0.4743003845214844,0.4509248733520508,0.023375511169433594,-0.4509248733520508,False,True,False
IF_00056,BASE_0006,contradict_bare,empty_full,glass,empty,full,-0.7764849662780762,0.36261606216430664,-1.1391010284423828,-0.7764849662780762,False,False,False
IF_00057,BASE_0006,contradict_temporal,empty_full,glass,empty,full,-1.0783014297485352,0.34815120697021484,-1.42645263671875,-1.0783014297485352,False,False,False
IF_00058,BASE_0006,contradict_reinforced,empty_full,glass,empty,full,-1.1703710556030273,0.5340709686279297,-1.704442024230957,-1.1703710556030273,False,False,False
IF_00059,BASE_0006,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00060,BASE_0006,reported_event,empty_full,glass,empty,full,0.015954017639160156,-0.047243595123291016,0.06319761276245117,0.015954017639160156,True,False,False
IF_00061,BASE_0007,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00062,BASE_0007,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00063,BASE_0007,last_event,empty_full,glass,empty,full,0.12956666946411133,-0.15482807159423828,0.2843947410583496,0.12956666946411133,True,False,False
IF_00064,BASE_0007,consistent_prior,empty_full,glass,empty,full,0.8669252395629883,-0.9794492721557617,1.84637451171875,0.8669252395629883,True,False,False
IF_00065,BASE_0007,distractor_event,empty_full,glass,empty,full,0.5306682586669922,0.4923591613769531,0.03830909729003906,-0.4923591613769531,False,True,False
IF_00066,BASE_0007,contradict_bare,empty_full,glass,empty,full,-0.8219499588012695,0.3412761688232422,-1.1632261276245117,-0.8219499588012695,False,False,False
IF_00067,BASE_0007,contradict_temporal,empty_full,glass,empty,full,-1.112051010131836,0.32857227325439453,-1.4406232833862305,-1.112051010131836,False,False,False
IF_00068,BASE_0007,contradict_reinforced,empty_full,glass,empty,full,-1.1976852416992188,0.5301580429077148,-1.7278432846069336,-1.1976852416992188,False,False,False
IF_00069,BASE_0007,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00070,BASE_0007,reported_event,empty_full,glass,empty,full,0.12240171432495117,0.025972366333007812,0.09642934799194336,-0.025972366333007812,False,True,False
IF_00071,BASE_0008,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00072,BASE_0008,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00073,BASE_0008,last_event,empty_full,glass,empty,full,0.14790821075439453,-0.0743861198425293,0.22229433059692383,0.0743861198425293,True,False,False
IF_00074,BASE_0008,consistent_prior,empty_full,glass,empty,full,0.8819465637207031,-0.9303202629089355,1.8122668266296387,0.8819465637207031,True,False,False
IF_00075,BASE_0008,distractor_event,empty_full,glass,empty,full,0.4737682342529297,0.44786977767944336,0.025898456573486328,-0.44786977767944336,False,True,False
IF_00076,BASE_0008,contradict_bare,empty_full,glass,empty,full,-0.7710990905761719,0.3991365432739258,-1.1702356338500977,-0.7710990905761719,False,False,False
IF_00077,BASE_0008,contradict_temporal,empty_full,glass,empty,full,-1.0614080429077148,0.37148380279541016,-1.432891845703125,-1.0614080429077148,False,False,False
IF_00078,BASE_0008,contradict_reinforced,empty_full,glass,empty,full,-1.1525635719299316,0.5820598602294922,-1.7346234321594238,-1.1525635719299316,False,False,False
IF_00079,BASE_0008,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00080,BASE_0008,reported_event,empty_full,glass,empty,full,0.12455463409423828,0.07347869873046875,0.05107593536376953,-0.07347869873046875,False,True,False
IF_00081,BASE_0009,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00082,BASE_0009,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00083,BASE_0009,last_event,empty_full,glass,empty,full,0.18702220916748047,-0.052426815032958984,0.23944902420043945,0.052426815032958984,True,False,False
IF_00084,BASE_0009,consistent_prior,empty_full,glass,empty,full,0.9181489944458008,-0.9127426147460938,1.8308916091918945,0.9127426147460938,True,False,False
IF_00085,BASE_0009,distractor_event,empty_full,glass,empty,full,0.5876235961914062,0.5812807083129883,0.006342887878417969,-0.5812807083129883,False,True,False
IF_00086,BASE_0009,contradict_bare,empty_full,glass,empty,full,-0.7362079620361328,0.4280109405517578,-1.1642189025878906,-0.7362079620361328,False,False,False
IF_00087,BASE_0009,contradict_temporal,empty_full,glass,empty,full,-1.022120475769043,0.3912534713745117,-1.4133739471435547,-1.022120475769043,False,False,False
IF_00088,BASE_0009,contradict_reinforced,empty_full,glass,empty,full,-1.112527847290039,0.5918636322021484,-1.7043914794921875,-1.112527847290039,False,False,False
IF_00089,BASE_0009,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00090,BASE_0009,reported_event,empty_full,glass,empty,full,0.11958980560302734,0.06925344467163086,0.050336360931396484,-0.06925344467163086,False,True,False
IF_00091,BASE_0010,no_context,empty_full,glass,empty,full,-0.0990142822265625,-0.0990142822265625,0.0,-0.0990142822265625,False,False,True
IF_00092,BASE_0010,explicit_final,empty_full,glass,empty,full,0.6143698692321777,-1.4164505004882812,2.030820369720459,0.6143698692321777,True,False,False
IF_00093,BASE_0010,last_event,empty_full,glass,empty,full,-0.002861499786376953,-0.302706241607666,0.29984474182128906,-0.002861499786376953,False,False,True
IF_00094,BASE_0010,consistent_prior,empty_full,glass,empty,full,0.7957210540771484,-1.0654830932617188,1.8612041473388672,0.7957210540771484,True,False,False
IF_00095,BASE_0010,distractor_event,empty_full,glass,empty,full,0.4947080612182617,0.4832730293273926,0.01143503189086914,-0.4832730293273926,False,True,False
IF_00096,BASE_0010,contradict_bare,empty_full,glass,empty,full,-0.8849678039550781,0.2669048309326172,-1.1518726348876953,-0.8849678039550781,False,False,False
IF_00097,BASE_0010,contradict_temporal,empty_full,glass,empty,full,-1.193326473236084,0.22194290161132812,-1.415269374847412,-1.193326473236084,False,False,False
IF_00098,BASE_0010,contradict_reinforced,empty_full,glass,empty,full,-1.2472476959228516,0.4642319679260254,-1.711479663848877,-1.2472476959228516,False,False,False
IF_00099,BASE_0010,explicit_override,empty_full,glass,empty,full,-0.0872650146484375,-0.20598649978637695,0.11872148513793945,-0.0872650146484375,False,False,True
IF_00100,BASE_0010,reported_event,empty_full,glass,empty,full,-0.09254932403564453,-0.2606496810913086,0.16810035705566406,-0.09254932403564453,False,False,True
IF_00101,BASE_0011,no_context,empty_full,cup,empty,full,-0.0027170181274414062,-0.0027170181274414062,0.0,-0.0027170181274414062,False,False,True
IF_00102,BASE_0011,explicit_final,empty_full,cup,empty,full,0.7033958435058594,-1.2811355590820312,1.9845314025878906,0.7033958435058594,True,False,False
