frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00001,BASE_0001,no_context,empty_full,glass,empty,full,1.966815710067749,1.966815710067749,0.0,-1.966815710067749,False,True,False
IF_00002,BASE_0001,explicit_final,empty_full,glass,empty,full,6.410297363996506,-7.777601473033428,14.187898837029934,6.410297363996506,True,False,False
IF_00003,BASE_0001,last_event,empty_full,glass,empty,full,2.76505708694458,2.7520506381988525,0.013006448745727539,-2.7520506381988525,False,True,False
IF_00004,BASE_0001,consistent_prior,empty_full,glass,empty,full,6.2929747402668,-7.730935629457235,14.023910369724035,6.2929747402668,True,False,False
IF_00005,BASE_0001,distractor_event,empty_full,glass,empty,full,2.734987735748291,3.0104525089263916,-0.2754647731781006,-3.0104525089263916,False,True,False
IF_00006,BASE_0001,contradict_bare,empty_full,glass,empty,full,-6.34467314183712,7.537176072597504,-13.881849214434624,-7.537176072597504,False,False,False
IF_00007,BASE_0001,contradict_temporal,empty_full,glass,empty,full,-6.218571528792381,7.704219311475754,-13.922790840268135,-7.704219311475754,False,False,False
IF_00008,BASE_0001,contradict_reinforced,empty_full,glass,empty,full,-6.900512240827084,7.741262078285217,-14.6417743191123,-7.741262078285217,False,False,False
IF_00009,BASE_0001,explicit_override,empty_full,glass,empty,full,-0.40154170989990234,-4.143620505928993,3.742078796029091,-0.40154170989990234,False,False,True
IF_00010,BASE_0001,reported_event,empty_full,glass,empty,full,2.868272542953491,3.1893627643585205,-0.3210902214050293,-3.1893627643585205,False,True,False
IF_00011,BASE_0002,no_context,empty_full,glass,empty,full,1.966815710067749,1.966815710067749,0.0,-1.966815710067749,False,True,False
IF_00012,BASE_0002,explicit_final,empty_full,glass,empty,full,6.410297363996506,-7.777601473033428,14.187898837029934,6.410297363996506,True,False,False
IF_00013,BASE_0002,last_event,empty_full,glass,empty,full,2.5241425037384033,2.2647173404693604,0.25942516326904297,-2.2647173404693604,False,True,False
IF_00014,BASE_0002,consistent_prior,empty_full,glass,empty,full,6.367197543382645,-7.726050037890673,14.093247581273317,6.367197543382645,True,False,False
IF_00015,BASE_0002,distractor_event,empty_full,glass,empty,full,3.315154552459717,3.571204900741577,-0.25605034828186035,-3.571204900741577,False,True,False
IF_00016,BASE_0002,contradict_bare,empty_full,glass,empty,full,-6.196365587413311,7.4564619064331055,-13.652827493846416,-7.4564619064331055,False,False,False
